text,rating,label_name,vehicle
"Bought the car used with 79000 miles. At 160000 miles the transmission failed, the motor failed (rod bearing). and the computer failed. Shop told me only the dealer could repair the computer problem and would be very expensive. After spending over $5000 to replace the motor and transmission I decided not to throw any more $$$ at this car. Car also had several safety recalls. Previously owned a 2003 Rav 4 and never had a single issue. Had 200000 miles and still ran like new. Have lost my faith in Toyota products.",1,negative,2008 Toyota RAV4 SUV 4dr SUV 4WD (2.4L 4cyl 4A)
I have owned this car for almost 2 years now and I have a a few complaints about it. One of the most annoying things about this car is that my tail light goes out all the time I have replaced the bulb 2 in about 4 months and I have to replace it again today another thing is that since the tires are so small on the car the get torn up easier so u have to be careful I have had to replace 8 tires so far. It’s radiator went out a few months ago and that was really expensive to fix. But there are some good things about this car. Like there is a good amount of room is my car. It also has amazing turn radius and it gets great gas mileage. Also getting the headlights out of the car to change is a pain in the ass. I can’t say the safety on the car is good or bad cause I haven’t been in a wreck. I wouldn’t not recommend on buying this car for your kids first car. Just because something is cheap and looks good doesn’t mean that it is.,2,negative,2012 Nissan Versa Sedan 1.6 SV 4dr Sedan (1.6L 4cyl CVT)
"I purchased this car in July 2014.I have spent dozens of hours @ dealerships & talking to Nissan Consumer Affairs. Wasted efforts. Still... I have a navigation system that is defective & has yet to be replaced - seems that since it is such a new car, the parts are hard to come by.The inside ceiling has come out of the rubber tubing that hold it in place - interior cheap & is uncomfortable in long rides.Cupholders to close to dash to use. Car has a difficult time in elevations or hills - I turn off the A/C & sometimes use lower gears to make it.The car is noisy when idling, esp. for such a small engine.Very crowded.Storage usage above rear cargo area, blocks rear view. Don't do it",2,negative,2014 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT)
"I upgraded from a 335 to the 535 cuz I wanted a bigger car. The transmission failed in the 1st month and they had to do a complete rebuild, which cost @ $3,000. The car is pretty fast, but unfortunately, it exhibits way to much body roll and modest curves have to be eased into.The interior quality is top-notch, if a bit bland.Also, BMW will nickle and dime you for pretty basic features on a luxury car. There are better cars out there. Choose Wisely.",3,neutral,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A)
"Worst car I've ever owned. If it is not bone dry on the roads with not an ounce of wind, I am all over the road. I got rid of my 1995 Dodge Stealth for this thing and have regretted it ever since. New tires did nothing to help. I hydroplane on the slightest hint of water. It is not my driving habits, this I can assure you. Anyone wanna buy it?!",3,neutral,2008 Nissan Altima Coupe 3.5 SE 2dr Coupe (3.5L 6cyl CVT)
"Having driven a 2000 Solara for 11 years, I got this 2011 Corolla S in October 2011. I went cheap and got what I paid for. While the S is the best looking Corolla for '11 it lives up completely to the reviews of underpowered, uninspiring, unimpressive road experience. It might be solid and reliable, but I yawn all the way to work and back.",3,neutral,2011 Toyota Corolla Sedan S 4dr Sedan (1.8L 4cyl 4A)
"I overestimated the BMW brand when I bought my 97 328i. The exterior design is distinctly BMW and it is a great ""image"" car for young professionals. The biggest challenge is reliability... hundreds of sensors constantly break and any visit to the shop will run at least $300. If you are going to buy one anyway - pass on the Inspection I and II checkups - which are serious waste of money. Overall, performance was less than stellar. I actually had more fun with my 97 Acura Integra, which really surprised me.",3,neutral,1997 BMW 3 Series Sedan 328i 4dr Sedan
"If all that matters is economy...this is a very good car.If comfort on a long trip is important....forget it.The seat has only two adjustments...backward and forward, and angle of the back.The steering wheel can only be tilted,and it constantly makes contact with my knees. Instrument panel is very hard to see in the sunlight and lacks even a temp. gauge.The trip computer has no range position,So you had better not let it get too low.The car also makes lots of noises and does not seem to have the build quality of other Toyotas.A bit of a rattle trap.",3,neutral,2007 Toyota Prius Hatchback 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT)
"I owned this car for three and a half years, used about 60,000 miles and it was awesome until it rained, snowed or was windy at all. I felt completely unsafe, and scared during any storm or driving on snow. The seats were decently sized, but hard as rocks. The gas mileage was the reason I bought it, and that stayed true to what was said about how great it was. I ended up buying a Honda SUV because this car scared me so much to drive even on a sunny day with lots of wind. I now feel so much safer, and would never purchase another small Toyota again.",3,neutral,2004 Toyota Prius Hatchback 4dr Hatchback (1.5L 4cyl CVT)
"I bought this car used (with 30,000 miles on it) and have had a ton of problems with it!! I have had to have practically everything replaced from rotors, clutch, brakes, to two alternators. I also had a significant oil leak (it was pouring out like water). Every time I take it in the service man says that they never have seen so much wear on a car with that many miles. Currently, it is losing speed uphill and the clutch sounds like it is going to go out again. I will never buy a Nissan again.",3,neutral,1997 Nissan Sentra Sedan GXE 4dr Sedan
"Bought the Max new in Jan 07.First dissapointment gas mpg.Usually get 19.5 split city highway driving.Neverbeen over 24mpg even on long highway trips going 65mph.Struts were replaced at 15000 miles by warranty.Tires were wore out at 30000.Whole new sunroof put in at 35000.Needed rear shocks at 50000.Rear ABS sensor for $800 at 55000.The car is currently in the shop for the other rear sensor, one front sensor, and actuator for a total of $2500.The dealer called Nissan and got them to pay half of the last bill cause there was another one in there for the same thing.They know this is a problem but will not recall.This is my first and last Nissan.",3,neutral,2007 Nissan Maxima Sedan 3.5 SL 4dr Sedan (3.5L 6cyl CVT)
"I purchased another Nissan soley due to my previous XE-6 extended cab had no problems in the 9 years I drove it other than an $14 relay I replaced in the ignition system. I've had this one for 2 years and have already had too many problems. After only 3 months, my belts came off while driving due to a failure of the part that keeps the tension in the belts. This year, the regulators in both the front windows had to be replaced when my windows would not roll up. A piece on the wind shield for the luggage rack broke and the whole assembly had to be replaced. And now, by CD player will not accept CDs.",3,neutral,2002 Nissan Frontier Crew Cab 4dr Crew Cab XE-V6 2WD LB (3.3L 6cyl 5M)
"There is so much I love about this car---design, styling, acceleration, interior appointments, handling, general comfort. But unfortunately it is sort of ruined by too little attention to quality when it comes to a quiet driving experience. I've never had a new car that has this many really severe and irritating rattles and noises. The worst, perhaps, is a sound in the driver door or right pillar that starts over 50 mph and is wind related. I think I isolated it to the rocker panel which must catch wind and then rattles like marbles in a rock polishing machine. The dealership didn't do a wall job on it, but also didn't solve the problem. The other two really annoying rattles happen when it gets below freezing. There is an annoying clack somewhere in the back every time you hit a bump. It's loud. I thought it was related to the spare, but it's not. The third rattle also occurs at road bumps or expansion joints. It comes from the instrument cluster, and sounds like a pack of Tic Tacs over every little bump in the road. For me, that is enough to ruin the driving experience. Despite liking nearly everything else about the car, I probably wouldn't buy another, and this is my fourth Maxima.",3,neutral,2016 Nissan Maxima Sedan 3.5 S 4dr Sedan (3.5L 6cyl CVT)
"I had my engine and cat converter replaced in Aug of 07 free of charge due to only having 78,000 miles on my car. But they charged me for replacing my O2 sensors which was $450.00. Just last month in April one of my ignition coils went bad. Dealership wanted to replace all four. I declined and just got the bad one replaced. Two weeks ago my car stalled out on me when I was getting off the freeway, and I was barely able to drive it to the nearest dealer. Intake manifold and gaskets were damaged; they also recommended changing my spark plugs. Bottom line is these cars are pieces of crap, no matter how much money you invest in these cars to fix them something else is bound to go wrong.",3,neutral,2002 Nissan Altima Sedan 2.5 SL 4dr Sedan (2.5L 4cyl 5M)
"Disappointed in run flat tires which give rough ride and are very expensive to replace! No oil dipstick and worst of all, no coolant temp gauge. Dealer is great but car is overpriced and under delivers on performance and value versus the 10 previous BMWs I have owned over the last 40 yrs! Sold the car back to dealer in October 2016 due to inability to get Takata airbag replacement done in abtimely manner and wanted the remainder of my $4800 6yr/100,000 mile warranty money back so I made out alright! I replaced it with a loaded 2017 Ford Explorer Sport which cost me 10,000 less than the X5 and had superior power, handling, comfort and has performed flawlessly over 16,000 miles and one year so far. Lots of nice touches the BMW didn't have and the extended warranty was $2000 instead of almost 5000! Bye bye BMW!",3,neutral,2013 BMW X5 SUV xDrive35i Premium 4dr SUV AWD (3.0L 6cyl Turbo 8A)
The car was awesome at first but then came the problems the fuel system replaced 3 times. The car continues to have fuel delivery problems. BMW told me we have extended the warranty to 10 years on the fuel system but that doesn't help when you're stranded on the road. Avoid the 135/335/535 models they are garbage. I have started the lemon law process.,3,neutral,2009 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M)
"I purchased a one-owner X5 with just over 100,000 miles just three weeks ago. The first day with the car went well; however, the second did not. Accelerating after a rolling stop produced a lag followed by a violent jolt. Result=transmission needed to be replaced (do NOT fall for the ""computer software update"" run around, it will not fix anything.) Additionally, the X5 coated my garage floor with a 1 ft. in diameter oil puddle (caused by yet another mechanical issue). The dealer bought the vehicle back from me, while still maintaining it had NO mechanical issues. I'll be replacing it with an H3-same cost to fuel 18mpg vs. ""22mpg"", more reliable and much cheaper to maintain.",3,neutral,2005 BMW X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A)
"Purchased the car from BMW Schomp, Highlands Ranch, Colorado on 8/25/2012 (NEW). In Nov 2012 (1,985 miles), replaced a faulty passenger seat memory chip. In Dec 2013 (8,014 miles), recharged battery due to excessive battery discharge. In Jan 2014 (8,214 miles), replaced battery with 92-amp battery due to repeated battery excessive discharge (which Schomp mechanics kept defending the old battery and the reasons for the excessive discharge). In Sep 2015 (19,381 miles), fixed faulty trunk light, replaced fuel delivery line, VAC pump, injectors. In Nov 2015 (21,549 miles), replaced passenger seat sensor/detector. In Jan 2016 (22,393 miles), replaced old battery with a bigger one (105-amp battery) due to repeated battery excessive discharge. In 2017 switched from Schomp's shop to ""BMW of Denver Downtown"" shop. In May 2017 (35,546 miles), experienced ""Drive Train Malfunction"" and replaced failed low pressure sensor. In Aug 2017 (37,096 miles) experienced repeated ""Drive Train Malfunction"" and replaced failed low pressure fuel pump. Also, experienced repeated ""passenger seat sensor/detector"" failure which ""BMW of Denver Downtown"" refused to fix under warranty. I had to pay for all 2017 problems since the car was out of warranty, which costed a lot.",3,neutral,2012 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A)
Toyota needs to do something about the comfort of the front seats!!!!!!!After a 1/2 an hour or more on the road your bottom is in pain. Driver and passenger have insufficient cushioning and/or poor design. *,3,neutral,2015 Toyota Avalon Hybrid Sedan XLE Premium 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)
"We've nicknamed our Matrix the ""covered wagon"" because of how horrendous the ride is. Every bump, pot hole, and dip is magnified many times over by the fact that the ""sporty suspension"" makes this car feel like it has no shocks whatsoever. It's loud, rough, and we regret the day we bought it. Spare yourself the pain and pass this one by.",3,neutral,2009 Toyota Matrix Hatchback XRS 4dr Hatchback (2.4L 4cyl 5A)
My first experience with toyota and I hate my 4 runner. Poor design of the running boards- they are useless!!! Also what vehicle now days doesn't have an automatic rear hatch. I have the limited model with all the bells and whistles and I think it still feels cheaply made. Very disappointed!!! I want my 2007 Chevrolet Tahoe back.Not a family friendly vehicle. You can't get kids in and out of carseats with the worthless running board in the backseat.,3,neutral,2011 Toyota 4Runner SUV Limited 4dr SUV (4.0L 6cyl 5A)
"Reliability is an issue -right now I need to take the car to the shop to get the engine gaskets replaced, the intermittent PDC failure analyzed, the trunk lock sensor fixed so that I can open it with the remote, the brake fluid flushed, the interior filter replaced, brake pads replaced, etc.",3,neutral,2005 BMW 6 Series Convertible 645Ci 2dr Convertible (4.4L 8cyl 6M)
"We had to take our Sequoia in to get the entire frame replaced due to a recall. They kept the truck for four months to get the frame done. Once we got the truck back, it has never driven the same. If you have to get your frame replaced, don't, have Toyota buy the truck from you - it will save you a ton of headaches in the long run. Although it is a 2005, the Navigation no longer works, the DVD no longer works and the clock no longer works.",3,neutral,2005 Toyota Sequoia SUV Limited 4WD 4dr SUV (4.7L 8cyl 5A)
"The interior of the truck is excessively made out of plastic. Everything is plastic. The JBL sound system is awful! Navigation compressor to what i had in a 2002 Nissan Maxima, maybe not even as good. Aside from the center console there is zero issuable storage. No under rear seat storage or bed side storage that’s available on most other trucks. 51k truck and came with no bedliner (also standard on most other trucks). Seats will break your back on long rides. Ventelated seats are only on the bottom and not the back of the seat. No option for towing mirrors that work with the blind spot detection system. Most annoying of all to me are the horrible Bridgestone tires that are loud and wander all over the road. I will be replacing them with Michelins soon. The headlights and fog light are bright and look great! Overall if you think this is a nice truck, the chances are you haven’t looked at anyother truck. Very outdated and cheesy. Also the shift knob is huge (and also plastic)",3,neutral,2018 Toyota Tundra CrewMax Cab 1794 4dr CrewMax SB (5.7L 8cyl 6A)
"I bought a 7 series thinking it would be very reliable by price/bmw rep. While the car looks nice and is fun to drive it has had so many problems. I have had fault lights going off monthly, there is a problem with the moonroof whistling - BMW states this is common for their cars, my speakers on the logic 7 crackled for 10 months before they could locate the problem (at least 5 visits to the dealer) and my tires went bald at 16,000 miles and cost $700 to replace. This is not anywhere near the relaibility, function, performance one would expect form an $80,000 car. I had less problems with used cars in the 80's. 15 trips to the service dept in 16 months has been inconvenient to say the least.",3,neutral,2006 BMW 7 Series Sedan 750Li 4dr Sedan (4.8L 8cyl 6A)
I bought a CPO 2008 528 xi a year and half ago and have had quite a few issues that I think I shouldn't have for a car that is 4 years old.The driver side sport seat stopped working correctly. A couple months ago my battery died. $460 to replace that.You cannot do it yourself.It needs to be paired with the electrical devices in the car.This week my AC went out.Turns out there was a leak in the AC system and while my car was getting repaired they discovered a leak in my transmission.The tires that don't go flat cannot be repaired.Be prepared to buy a new tire and hope they have one in stock or you are out of commission until they get one.,3,neutral,2008 BMW 5 Series Sedan 528xi 4dr Sedan AWD (3.0L 6cyl 6M)
"We had the Toyota RAV 4 Limited AWD since May 2013 and disposed of it April 2015. At first as liked the RAV. Then as we drove it little things just got annoying. Front seat driver and passenger shoulder to shoulder, the sliding console always moving at the wrong times, smaller steering wheel and guages. The Sport button and other buttons hidden behind shifter so low that you had to take your eyes off the road to make adjustments. My wife and I are not large people and we felt a little clostraphobic. What pushed us over the edge was that our 2 labs had no place to move in the back seat and the last straw was the short wheelbase and Bridgestone Duellers that caused every bump to vibrate the entire car. Have to mention that the Duellers were horrible in the snow. Pluses were gas mileage and looks. I couldn't take it anymore and bought a Highlander Limited and I haven't regretted that choice. Should have done that a year prior. Nevertheless, if you like a 1 person car and don't mind kidney vibrations the RAV is a good choice. All in all this is a one person car.",3,neutral,2013 Toyota RAV4 SUV Limited 4dr SUV AWD (2.5L 4cyl 6A)
"Yes, I'm the fool. I wish I could go back and get the Honda Fit I originally wanted but didn't get b/c Honda wouldn't come off $1,000 from the price. I purchased the 2008 Nissan Versa and have hated it from the 1st week of ownership. 64,000 miles and the windows won't go up and down smoothly, When accelerating going up an entry ramp to the hwy, I lose MPH and the RPM's redline. I have to pull over on the shoulder of the highway at 5:00pm traffic, put it in park, then back to drive to reset it. Only to have it happen again going up a hill slowly. Sometime I have to push the petal to the metal (floorboard) just to get it to move! And the steering wheel gets loosey goosey when I lose the MPH's.",3,neutral,2008 Nissan Versa Hatchback 1.8 SL 4dr Hatchback (1.8L 4cyl CVT)
"I love my Xterra ... This is my 3rd winter in Maine and I am coming across issues w/ not starting on very cold mornings (we haven't seen a winter like this in Maine is 15years). I've been told this is a known issue w/ the Xterra's and the ECM (google it). Besides this one issue I love it, great power ! Handles the road great !.",3,neutral,2009 Nissan Xterra SUV S 4dr SUV 4WD (4.0L 6cyl 6M)
"I bought the Sentra 1.8 Special in April because I got married and needed a good gas mileage vehicle for my upcoming communte. So far, I am sorely disappointed with the car. I have had it in the shop now 5 times in 5 months. To me, I did not get my money's worth at all. I traded a Ford for this vehicle and I am soon to be trading back into a Ford. The biggest problems that I have with the car are the lack of power (especially going uphill), the loose bumpers, and the loud exhaust, and the gripping brakes and roaring rear axle. I thought I was getting a good car, being my first import, but boy was I wrong. I am going back to my Ford ASAP!!!",3,neutral,2005 Nissan Sentra Sedan 1.8 S 4dr Sedan (1.8L 4cyl 4A)
Bought this Camry new in June 2009.Has the 2.5 engine. It has 24400 miles. It has developed a clatter in the engine. I had a mechanic look at it and he said it sounded like the timing chain. He did some research and found several tech bulletins relating to timing chains and engine noise. This was my first Toyota and will be my last. Repair was estimated to be $1000.Not gonna happen.,3,neutral,2010 Toyota Camry Sedan LE 4dr Sedan (2.5L 4cyl 6A)
"I respectfully disagree with the ""professional"" review's compliment of the ergonomics. Try sitting in the driver's chair for an extended period and you'll disagree. Although there are several adjustments, neither my wife nor I can find a comfortable position for the long haul. Don't think of Nissan as a ""Japanese car company"". If you do, you'll likely expect great reliability and be disappointed. Most of the time we've owned our Pathfinder, the ""Check Engine"" light has been on. The dealer has tried several times to fix it. That is just one of many problems we have had.",3,neutral,2009 Nissan Pathfinder SUV SE Off-Road 4dr SUV 4WD (4.0L 6cyl 5A)
"car is impossible to get comfortable in after about 30 minutes of driving.The designer should be shot, The center console and door mounted arm rest are ""for looks"" and are located way down ware your hip bones are. Its either both arms stretched out clinging to the wheel or nothing. You will feel every bump in the road terribly!!..this is the year 2010, if others can be sporty and not buck you out of the car doing so than so should the z!You know what.. Ill just come out and say It, Buy a ford Mustang GT and save your self a lot of grief! mustang has 300hp, Mustang has more room, you dont feel every bump, interior is great! convertible tob works better! ..WE do not miss our Z at all.",3,neutral,2009 Nissan 350Z Convertible Touring 2dr Convertible (3.5L 6cyl 5A)
"This car looks great from a distance but open the trunk and wham, primer everywhere, that paint should be like on the outside! Guess that's why the rust protection is what 4 years! Then they put those cheesy plastic plugs through the carpet on the trunk lid to affix it to the metal and put holes in the metal to do it - cheap. I open the hood and there is a long line of open unfinished jagged steel down the inside of each side of the hood. Talk about cheap! Everywhere I look I see corners like that cut.",3,neutral,2008 BMW 1 Series Coupe 135i 2dr Coupe (3.0L 6cyl Turbo 6M)
"Bought the car used with about 13,000 miles on it. Regular oil changes and routine maintenance. Had 2 power window motors give out - expensive! Then at 91,000 miles, a connecting rod broke. Leaves us with a totaled Camry that we thought would last for another 100K miles. Toyota USA refused any help with repairs. Last Toyota I'll own.",3,neutral,2000 Toyota Camry Sedan LE 4dr Sedan
"This is my 2nd RAV4 and will be my last. It started out pretty great, I bought it new and now have 45K miles. The sunroof rattles horribly and the dealer will not fix. The brakes/suspension sound like its eating something yet 3 different shops have told me its just how it was made. As other reviewers have said at certain times of the day the sun hits the chrome interior dash trim and its blinding. The radio/navigation screen is next to impossible to read in bright light, despite changing settings. The spare tire is only a donut. The seat fabric is wearing unevenly. The rear door/trunk doesn't have any automation and the tiny handle to pull it down is hard to find. The storage is limited and what is there is pretty useless. All in all, extremely disappointed.",3,neutral,2014 Toyota RAV4 SUV XLE 4dr SUV AWD (2.5L 4cyl 6A)
The look of the car is attractive.The looks are not worth the troubles and headaches of the vehicle. It has too many electrical problems.The windows roll down automatically while the ignition is turned off. The car also beeps like it's going to flat line when the car is in motion. The dealers do not know how to fix these problems. They reset the computer for the beeping sound and put a new motor in the doors for the windows and the same problems still occur. I have taken the vehicle to the dealer for service and repairs 7 times and I just scheduled an appointment for an 8th time in 2 weeks.,3,neutral,2004 BMW 5 Series Sedan 525i 4dr Sedan (2.5L 6cyl 6M)
"I am not happy with the performance of this Rogue. I realize driving the CVT engine is different but seriously, it sounds like its going to take off but yet it doesn't. It's not safe to pass on a 2 lane road, or to dodge in and out of traffic - which I need to do in the DC area. It is extremely comfortable inside, lots of storage room and handles well. The dealer could never figure out why my radio won't get the same stations in the same area that my husband's 2013 Nissan Altima gets. I'm looking to trade it in on a Hyundai Tucson - both my son (2016) and daughter (2018) have one and the difference in the engine's performance is worth not having the same amount of cargo room.",3,neutral,2015 Nissan Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT)
"Purchased a certified used Highlander Hybrid 2011 5 months ago and it's had so many problems. Weird noises from the wheels, steering wheel knocking and dvd player clicking! Had the axles replaced, the spline replaced and most recently the transaxle! It only had one owner previously and 75k with all regular scheduled maintenance. I've only been able to get 20-22mpg! The dealer can't figure out the weird braking noise and they have been terrible in getting back to me. Now I'm stuck with this car with issues still unresolved. When accelerating, the car sounds like a diesel truck! Anyone else experience this?",3,neutral,2011 Toyota Highlander Hybrid SUV Limited 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT)
"I purchased this car brand new in April 2003 and owned it for 3 years. It was nothing but problems for those 3 years straight. The catalytic converter failed within 2 months of owning the car and had to be replaced. This happened 3 additional times over the 3 year ownership. About 2 1/2 years in the engine blew all by itself and had to be replaced. The alternator failed multiple times and sometimes the car would die while in motion. The car had many rattles/creaks all over it always. The transmission developed many issues and grinds and had sounds like loose metal inside of it. I have read many problems with this car from others as well. Stay far away from it, its an endless money pit.",3,neutral,2003 Nissan Sentra SE-R Spec V SE-R Spec V 4dr Sedan (2.5L 4cyl 6M)
"2008 Camry was sluggish and changed gears often. Cruise control varied 5 to 6 mph from actual setting. Traded this Camry 1 year after purchase. Bought it new 9/2007. Since purchase the CD player had to be replaced, did not pass state inspection because 4 struts were leaking. Then a front wheel bearing had to be replaced. This was a very unreliable car so I traded it in.",3,neutral,2008 Toyota Camry Sedan LE 4dr Sedan (2.4L 4cyl 5M)
"Had to purchase a replacement 2011 4Runner for my 2005 4Runner Sport Ed. due to damages from a body shop. I have to ask "" What is Toyota thinking??""1) This vehicle is severely under powered! Take off feels like being in 4 cylinder car w/ full power a/c2) No gas latch / security 3) No cargo cover included w/ vehicle, Expensive purchase at $153.00 + tax or shipping/handling.4) Lightning in the cargo are is crap, all lighting was installed on the back door. Non are actually in the cargo area/ Where you will actually be using.5) Removed automatic back latch,have to slam down.6) Why is a newer vehicle getting lower gas mileage than an older version?? 05 4Runner 19new 17?? Really!!",3,neutral,2011 Toyota 4Runner SUV SR5 4dr SUV 4WD (4.0L 6cyl 5A)
"I'm going to make it perfectly clear. I was insistent on getting a hybrid. For years I have been driving a gas-sucking Subaru and wanted a versatile vehicle that averaged over 30mpg, not under 20. I knew that Toyota has a reputation for reliability and the RAV4 had most of the features I was looking for. I am also going to make it clear that if not for the hybrid, I would NOT have purchased the RAV4. I'll make it simple what I like and don't like about the RAV4. LIKES: With 9 fill-ups so far, I have averaged 29 to 37 mpg based on calculations at the pump. Almost every tank is approximately 33 mpg. My driving is mostly suburban stop and go. I like the rear camera with trajectory. The LED headlamps are fantastic. The auto-on feature for the headlamps is good but as far as I'm concerned it waits too long to activate, but you still have the bright DRLs on as long as auto is on, so it's probably ok. I don't use the auto high-beams because it's too gimmicky for me. I like the ""Galactic Aqua"" paint when the sun hits it (looks black otherwise) and the color is one of the reasons I chose the RAV4... I know... dumb reason. The acceleration with the battery kicking in almost feels like a turbo at times, nice and strong. The AC and heated seats work very well. Side mirrors are very large and come with turn signal repeaters. Blind Spot Monitoring works well. Cross Traffic Alert (for reversing out of a spot or driveway blindly) works great!!! Pedestrian sensor has already kept me from backing into a pedestrian suddenly walking behind me from behind some bushes. Now for the DISLIKES: After only 30 minutes of driving, my butt and hips are in pain. I don't know if the cushion has gotten softer or what because it felt firmer when I first got it. It's like the part where your butt goes sinks in too much and then the hard side bolsters start pressing into your hips. After only an hour I am so ready to get out of the car. It hurts!!! I am going to have to get a seat cover and fashion so",3,neutral,2017 Toyota RAV4 Hybrid SUV Limited 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT)
"25k miles and nothing has broken. Oil changes and tire rotations that's it. We test drove all the cars in the segment. It was a toss up between the Rogue and Mazda CX-5. So the Rogue won. The suspension is super soft so it doesn't handle like a sports car. The CVT does make it pokey. MPG avg is 27.5 but it does a bit better than that. Over 30 on the hwy. If I had to do it over, would likely go with the RAV4.",3,neutral,2015 Nissan Rogue SUV SL 4dr SUV (2.5L 4cyl CVT)
"Don't buy this car if you enjoy satellite radio. It is difficult and distracting from driving to use the radio, Entune system. Honda has a much simpler and user friendly interface. MPG is not what they say either.",3,neutral,2018 Toyota Camry Sedan XLE 4dr Sedan (2.5L 4cyl 8A)
I het cabin pressure build up in mu right ear sometimes when I am driving my BMW X5D.,3,neutral,2007 BMW X5 SUV 4.8i 4dr SUV AWD (4.8L 8cyl 6A)
"The Turbo lag is a problem, one day this lag is going to get someone killed or injured. Other than that my Titan XD Texas Edition is probably the best overall truck I have owned",3,neutral,2017 Nissan Titan XD Diesel SL 4dr Crew Cab 4WD SB (5.0L 8cyl Turbodiesel 6A)
"Given what I know now, I would have never purchased this car. The headlights are so easy to steal and so costly to replace. Mine were stolen in less than a minute--right in front of me. The thieves popped them out with a screwdriver causing significant damage to the hood and bumper. This is a dangerous car. I worry about my safetly all the time. Nissan has not been sensitive to concerns. Yes, they have recalled the car to install the brackets on the headlights, but they still can be stolen.",3,neutral,2003 Nissan Maxima Sedan SE 4dr Sedan (3.5L 6cyl 6M)
"Have a 2011 Rav 4 Limited, owned for close to 2 years now.Have had in shop 3 times for rough start and idle.First time they reprogrammed ECM.Last two times no error code registered and dealer can't replicate; so nothing they can do.Rear View camera only works intermittently.Dealer can't fix unless malfunctioning when car is in shop.Paint is poor quality too many chips to touchup.Engine on occasion has raced out of control, not a floor mat issue, but Toyota doesn't know what is wrong.Front cup holders are awful.Traded from a 2006 Hyundai Sonota and wish I had it back.",3,neutral,2011 Toyota RAV4 SUV Limited 4dr SUV (2.5L 4cyl 4A)
"I had the 650 for 12 months and I regret getting it: Too much money for what you get. I paid $90K+, includes: conv, auto, sports pckg, head-up display is an absolutely stupid option, convenience key is not necessary and HD radio that never worked right; dealer said it works best in the city but not in the suburbs where I live, thx and heated seats. I could have gotten a better car for $90K or a great car at a much lower price but not $90K+ for 360 HP. This is my 3rd BMW; I have a 01-740i and a 05-330cic; both are great but the 650 at this price level is a disappointment, not only in lack of HP but in technology/computer etc. Take your time, compare and shop wisely before you commit to a 650.",3,neutral,2008 BMW 6 Series Convertible 650i 2dr Convertible (4.8L 8cyl 6M)
"after 18 months I still can't trust this vehicle to accelerate when I step on the gas. It takes too long to shift, double shifts and hesitates. I've had to change the way I drive so I don't get slammed into. Interior space usage is not very efficient. Buyer's remorse. Toyota, after three trips to dealership says there's nothing wrong with it.",3,neutral,2006 Toyota Highlander SUV 4dr SUV AWD w/3rd Row (3.3L 6cyl 5A)
2008 4 cyl rav 4 is the worst vehicle I have ever owned out of 15 toyotas. It rides like a tank especially in the rear. Why don't people tell the truth about this vehicle so some poor buyer won't be hurt? Can't wait to get rid of it. I've been with Toyota for 30 years and have been treated very well but the ride of this vehicle makes me sick and I will rethink my next vehicle.,3,neutral,2008 Toyota RAV4 SUV 4dr SUV (2.4L 4cyl 4A)
"My version of the 2016 rav 4 is the most expensive with the bird's eye view and thinking that spending 40,000 on this car would last me a lifetime, but I am slowly starting to count down the days until I am able to trade it in. Don't get me wrong the bird's eye view is great, the blind spot sensors are great, the car is awkwardly high and low at the same time, but what bothers me the most is that I can never get the Pandora or Iheart radio to work. And the apps for Toyota are really horrible. The car itself is spacious if you are no taller than 5""10 so far the I've only had one oil change, and seems to be running fine, but I only get 23mpg city which seems very low for an eco friendly 4 cyl. car.",3,neutral,2016 Toyota RAV4 SUV Limited 4dr SUV (2.5L 4cyl 6A)
"Its no secret by how many miles are on this car that I bought it because of the great gas mileage. A little pricey. $17,000 and it doesn't have power ANYTHING. Friends make comments about that and they have a point. Still love the great gas mileage 35-40 highway. No problems with this car so far.",3,neutral,2010 Toyota Yaris Sedan 4dr Sedan (1.5L 4cyl 4A)
"Purchased suv in July of 2014. Two months later, I was driving I heard a pop and thought I had run over a metal band. As I continued to drive I noticed the suv was overheating. Called dealership and they had suv towed in. They also arranged a rental for me. Approximately 10 days later, I picked up suv. Was told super charger seized and they had to pull out engine to replace it. Then in January of 2015 same thing happened. SUV towed in and was given a rental. Approx 8 days later, I p/u SUV and told same exact problem. Now I am afraid to take long trips. I fear that super charger will seize again. Also noticed that Nissan no longer making the hybrid. I assume mine is a lemon.",3,neutral,2014 Nissan Pathfinder Hybrid SL Hybrid 4dr SUV (2.5L 4cyl S/C gas/electric hybrid CVT)
